run,cpu_percentage,memory_usage
2025-08-10 12:42:47.653,0.0,54611968
2025-08-10 12:42:48.073,0.0,54611968
2025-08-10 12:42:48.488,0.0,54611968
2025-08-10 12:42:48.911,0.0,54611968
2025-08-10 12:42:49.327,0.0,54611968
2025-08-10 12:42:49.747,0.0,54611968
2025-08-10 12:42:50.173,0.0,54611968
2025-08-10 12:42:50.639,0.0,54611968
2025-08-10 12:42:51.059,0.0,54611968
2025-08-10 12:42:51.478,0.0,54611968
2025-08-10 12:42:51.895,0.0,54611968
2025-08-10 12:42:52.311,0.0,54611968
2025-08-10 12:42:52.727,0.0,54611968
2025-08-10 12:42:53.142,0.0,54611968
2025-08-10 12:42:53.562,0.0,54611968
2025-08-10 12:42:53.982,0.0,54611968
2025-08-10 12:42:54.399,0.0,54611968
2025-08-10 12:42:54.816,0.0,54611968
2025-08-10 12:42:55.256,0.0,54611968
2025-08-10 12:42:55.673,0.0,54611968
2025-08-10 12:42:56.089,0.0,54611968
2025-08-10 12:42:56.507,0.0,54611968
2025-08-10 12:42:56.923,0.0,54611968
2025-08-10 12:42:57.348,0.0,54611968
2025-08-10 12:42:57.783,0.0,54611968
2025-08-10 12:42:58.209,0.0,54611968
2025-08-10 12:42:58.625,0.0,54611968
2025-08-10 12:42:59.041,0.0,54611968
2025-08-10 12:42:59.458,0.0,54611968
2025-08-10 12:42:59.876,0.0,54611968
2025-08-10 12:43:00.293,0.0,54611968
2025-08-10 12:43:00.729,10.0,54611968
2025-08-10 12:43:01.145,0.0,54611968
2025-08-10 12:43:01.562,0.0,54611968
2025-08-10 12:43:01.978,0.0,54611968
2025-08-10 12:43:02.394,0.0,54611968
2025-08-10 12:43:02.811,0.0,54611968
2025-08-10 12:43:03.228,0.0,54611968
2025-08-10 12:43:03.643,0.0,54611968
2025-08-10 12:43:04.059,0.0,54611968
2025-08-10 12:43:04.478,0.0,54611968
2025-08-10 12:43:04.897,0.0,54611968
2025-08-10 12:43:05.320,0.0,54611968
2025-08-10 12:43:05.735,0.0,54611968
2025-08-10 12:43:06.186,0.0,54611968
2025-08-10 12:43:06.602,0.0,54611968
2025-08-10 12:43:07.018,0.0,54611968
2025-08-10 12:43:07.433,0.0,54611968
2025-08-10 12:43:07.850,0.0,54611968
2025-08-10 12:43:08.270,0.0,54611968
2025-08-10 12:43:08.686,0.0,54611968
2025-08-10 12:43:09.103,0.0,54611968
2025-08-10 12:43:09.519,0.0,54611968
2025-08-10 12:43:09.936,0.0,54611968
2025-08-10 12:43:10.356,0.0,54611968
2025-08-10 12:43:10.774,0.0,54611968
2025-08-10 12:43:11.189,0.0,54611968
2025-08-10 12:43:11.604,0.0,54611968
2025-08-10 12:43:12.019,0.0,54611968
2025-08-10 12:43:12.436,0.0,54611968
2025-08-10 12:43:12.854,0.0,54611968
2025-08-10 12:43:13.271,0.0,54611968
2025-08-10 12:43:13.686,0.0,54611968
2025-08-10 12:43:14.106,0.0,54611968
2025-08-10 12:43:14.535,0.0,54611968
2025-08-10 12:43:14.962,0.0,54611968
2025-08-10 12:43:15.381,0.0,54611968
2025-08-10 12:43:15.801,0.0,54611968
2025-08-10 12:43:16.218,0.0,54611968
2025-08-10 12:43:16.669,0.0,54611968
2025-08-10 12:43:17.089,0.0,54611968
2025-08-10 12:43:17.506,0.0,54611968
2025-08-10 12:43:17.923,0.0,54611968
2025-08-10 12:43:18.341,0.0,54611968
2025-08-10 12:43:18.759,0.0,54611968
2025-08-10 12:43:19.180,0.0,54611968
2025-08-10 12:43:19.601,0.0,54611968
2025-08-10 12:43:20.016,0.0,54611968
2025-08-10 12:43:20.432,0.0,54611968
2025-08-10 12:43:20.850,0.0,54611968
2025-08-10 12:43:21.272,0.0,54611968
2025-08-10 12:43:21.716,0.0,54611968
2025-08-10 12:43:22.133,0.0,54611968
2025-08-10 12:43:22.550,0.0,54611968
2025-08-10 12:43:22.970,0.0,54611968
2025-08-10 12:43:23.386,0.0,54611968
2025-08-10 12:43:23.803,0.0,54611968
2025-08-10 12:43:24.221,0.0,54611968
2025-08-10 12:43:24.641,10.0,54611968
2025-08-10 12:43:25.059,0.0,54611968
2025-08-10 12:43:25.481,0.0,54611968
2025-08-10 12:43:25.897,0.0,54611968
2025-08-10 12:43:26.315,0.0,54611968
2025-08-10 12:43:26.731,0.0,54611968
2025-08-10 12:43:27.149,0.0,54611968
2025-08-10 12:43:27.586,0.0,54611968
2025-08-10 12:43:28.002,0.0,54611968
2025-08-10 12:43:28.417,0.0,54611968
2025-08-10 12:43:28.833,0.0,54611968
2025-08-10 12:43:29.250,0.0,54611968
2025-08-10 12:43:29.668,0.0,54611968
2025-08-10 12:43:30.086,0.0,54611968
2025-08-10 12:43:30.502,0.0,54611968
2025-08-10 12:43:30.918,0.0,54611968
2025-08-10 12:43:31.339,0.0,54611968
2025-08-10 12:43:31.757,0.0,54611968
2025-08-10 12:43:32.208,0.0,54611968
2025-08-10 12:43:32.628,0.0,54611968
2025-08-10 12:43:33.046,0.0,54611968
2025-08-10 12:43:33.464,0.0,54611968
2025-08-10 12:43:33.879,0.0,54611968
2025-08-10 12:43:34.295,0.0,54611968
2025-08-10 12:43:34.714,0.0,54611968
2025-08-10 12:43:35.129,0.0,54611968
2025-08-10 12:43:35.544,0.0,54611968
2025-08-10 12:43:35.965,0.0,54611968
2025-08-10 12:43:36.382,0.0,54611968
2025-08-10 12:43:36.816,0.0,54611968
2025-08-10 12:43:37.246,0.0,54611968
2025-08-10 12:43:37.681,0.0,54611968
2025-08-10 12:43:38.102,0.0,54611968
2025-08-10 12:43:38.518,0.0,54611968
2025-08-10 12:43:38.956,0.0,54611968
2025-08-10 12:43:39.373,0.0,54611968
2025-08-10 12:43:39.792,0.0,54611968
2025-08-10 12:43:40.207,0.0,54611968
2025-08-10 12:43:40.625,0.0,54611968
2025-08-10 12:43:41.046,0.0,54611968
2025-08-10 12:43:41.462,0.0,54611968
2025-08-10 12:43:41.878,0.0,54611968
2025-08-10 12:43:42.295,0.0,54611968
2025-08-10 12:43:42.712,0.0,54611968
2025-08-10 12:43:43.129,0.0,54611968
2025-08-10 12:43:43.546,0.0,54611968
2025-08-10 12:43:43.963,0.0,54611968
2025-08-10 12:43:44.379,10.0,54611968
2025-08-10 12:43:44.798,0.0,54611968
2025-08-10 12:43:45.214,0.0,54611968
2025-08-10 12:43:45.630,0.0,54611968
2025-08-10 12:43:46.048,0.0,54611968
2025-08-10 12:43:46.467,0.0,54611968
2025-08-10 12:43:46.887,0.0,54611968
2025-08-10 12:43:47.308,0.0,54611968
2025-08-10 12:43:47.755,0.0,54611968
2025-08-10 12:43:48.188,0.0,54611968
2025-08-10 12:43:48.607,0.0,54611968
2025-08-10 12:43:49.053,0.0,54611968
2025-08-10 12:43:49.472,0.0,54611968
2025-08-10 12:43:49.928,0.0,54611968
2025-08-10 12:43:50.347,0.0,54611968
2025-08-10 12:43:50.766,0.0,54611968
2025-08-10 12:43:51.218,0.0,54611968
2025-08-10 12:43:51.659,0.0,54611968
2025-08-10 12:43:52.076,0.0,54611968
2025-08-10 12:43:52.496,0.0,54611968
2025-08-10 12:43:52.914,0.0,54611968
2025-08-10 12:43:53.331,0.0,54611968
2025-08-10 12:43:53.747,10.0,54611968
2025-08-10 12:43:54.179,0.0,54611968
2025-08-10 12:43:54.594,0.0,54611968
2025-08-10 12:43:55.009,0.0,54611968
2025-08-10 12:43:55.424,0.0,54611968
2025-08-10 12:43:55.840,0.0,54611968
2025-08-10 12:43:56.257,0.0,54611968
2025-08-10 12:43:56.683,0.0,54611968
2025-08-10 12:43:57.107,0.0,54611968
2025-08-10 12:43:57.523,0.0,54611968
2025-08-10 12:43:57.938,0.0,54611968
2025-08-10 12:43:58.364,0.0,54611968
2025-08-10 12:43:58.784,0.0,54611968
2025-08-10 12:43:59.205,0.0,54611968
2025-08-10 12:43:59.646,0.0,54611968
2025-08-10 12:44:00.066,0.0,54611968
2025-08-10 12:44:00.518,0.0,54611968
2025-08-10 12:44:00.935,0.0,54611968
2025-08-10 12:44:01.354,0.0,54611968
2025-08-10 12:44:01.774,0.0,54611968
2025-08-10 12:44:02.202,0.0,54611968
2025-08-10 12:44:02.618,0.0,54611968
2025-08-10 12:44:03.033,0.0,54611968
2025-08-10 12:44:03.488,0.0,54611968
2025-08-10 12:44:03.940,0.0,54611968
2025-08-10 12:44:04.362,0.0,54611968
2025-08-10 12:44:04.785,0.0,54611968
2025-08-10 12:44:05.201,0.0,54611968
2025-08-10 12:44:05.620,0.0,54611968
2025-08-10 12:44:06.035,0.0,54611968
2025-08-10 12:44:06.451,0.0,54611968
2025-08-10 12:44:06.892,0.0,54611968
2025-08-10 12:44:07.313,0.0,54611968
2025-08-10 12:44:07.759,0.0,54611968
2025-08-10 12:44:08.206,0.0,54611968
2025-08-10 12:44:08.640,0.0,54611968
2025-08-10 12:44:09.084,0.0,54611968
2025-08-10 12:44:09.523,0.0,54611968
2025-08-10 12:44:09.966,0.0,54611968
2025-08-10 12:44:10.382,0.0,54611968
2025-08-10 12:44:10.815,10.0,54611968
2025-08-10 12:44:11.273,0.0,54611968
2025-08-10 12:44:11.695,0.0,54611968
2025-08-10 12:44:12.112,0.0,54611968
2025-08-10 12:44:12.528,0.0,54611968
2025-08-10 12:44:12.976,0.0,54611968
2025-08-10 12:44:13.394,0.0,54611968
2025-08-10 12:44:13.809,0.0,54611968
2025-08-10 12:44:14.224,0.0,54611968
2025-08-10 12:44:14.665,0.0,54611968
2025-08-10 12:44:15.080,0.0,54611968
2025-08-10 12:44:15.497,0.0,54611968
2025-08-10 12:44:15.929,0.0,54611968
2025-08-10 12:44:16.345,0.0,54611968
2025-08-10 12:44:16.811,0.0,54611968
2025-08-10 12:44:17.241,0.0,54611968
2025-08-10 12:44:17.672,0.0,54611968
2025-08-10 12:44:18.088,0.0,54611968
2025-08-10 12:44:18.504,0.0,54611968
2025-08-10 12:44:18.919,0.0,54611968
2025-08-10 12:44:19.335,0.0,54611968
2025-08-10 12:44:19.793,0.0,54611968
2025-08-10 12:44:20.210,0.0,54611968
2025-08-10 12:44:20.626,0.0,54611968
2025-08-10 12:44:21.042,0.0,54611968
2025-08-10 12:44:21.492,0.0,54611968
2025-08-10 12:44:21.942,0.0,54611968
2025-08-10 12:44:22.362,0.0,54611968
2025-08-10 12:44:22.817,0.0,54611968
2025-08-10 12:44:23.233,0.0,54611968
2025-08-10 12:44:23.651,0.0,54611968
2025-08-10 12:44:24.068,0.0,54611968
2025-08-10 12:44:24.485,0.0,54611968
2025-08-10 12:44:24.933,0.0,54611968
2025-08-10 12:44:25.358,0.0,54611968
2025-08-10 12:44:25.813,0.0,54611968
2025-08-10 12:44:26.254,0.0,54611968
2025-08-10 12:44:26.707,0.0,54611968
2025-08-10 12:44:27.123,0.0,54611968
2025-08-10 12:44:27.538,0.0,54611968
2025-08-10 12:44:27.955,0.0,54611968
2025-08-10 12:44:28.373,0.0,54611968
2025-08-10 12:44:28.791,0.0,54611968
2025-08-10 12:44:29.224,0.0,54611968
2025-08-10 12:44:29.641,0.0,54611968
2025-08-10 12:44:30.063,0.0,54611968
2025-08-10 12:44:30.480,0.0,54611968
2025-08-10 12:44:30.898,0.0,54611968
2025-08-10 12:44:31.313,0.0,54611968
2025-08-10 12:44:31.728,0.0,54611968
2025-08-10 12:44:32.157,0.0,54611968
2025-08-10 12:44:32.574,0.0,54611968
2025-08-10 12:44:32.999,0.0,54611968
2025-08-10 12:44:33.436,0.0,54611968
2025-08-10 12:44:33.853,0.0,54611968
2025-08-10 12:44:34.271,0.0,54611968
2025-08-10 12:44:34.686,0.0,54611968
2025-08-10 12:44:35.101,0.0,54611968
2025-08-10 12:44:35.517,0.0,54611968
2025-08-10 12:44:35.932,0.0,54611968
2025-08-10 12:44:36.348,0.0,54611968
2025-08-10 12:44:36.767,0.0,54611968
2025-08-10 12:44:37.198,0.0,54611968
2025-08-10 12:44:37.614,0.0,54611968
2025-08-10 12:44:38.030,0.0,54611968
2025-08-10 12:44:38.450,0.0,54611968
2025-08-10 12:44:38.868,0.0,54611968
2025-08-10 12:44:39.285,0.0,54611968
2025-08-10 12:44:39.701,0.0,54611968
2025-08-10 12:44:40.116,0.0,54611968
2025-08-10 12:44:40.532,0.0,54611968
2025-08-10 12:44:40.947,0.0,54611968
2025-08-10 12:44:41.366,0.0,54611968
2025-08-10 12:44:41.783,0.0,54611968
2025-08-10 12:44:42.206,0.0,54611968
2025-08-10 12:44:42.623,0.0,54611968
2025-08-10 12:44:43.040,0.0,54611968
2025-08-10 12:44:43.455,0.0,54611968
2025-08-10 12:44:43.874,0.0,54611968
2025-08-10 12:44:44.293,0.0,54611968
2025-08-10 12:44:44.715,0.0,54611968
2025-08-10 12:44:45.132,0.0,54611968
2025-08-10 12:44:45.552,0.0,54611968
2025-08-10 12:44:45.973,0.0,54611968
2025-08-10 12:44:46.490,0.0,54611968
2025-08-10 12:44:46.948,0.0,54611968
2025-08-10 12:44:47.411,0.0,54611968
2025-08-10 12:44:47.846,0.0,54611968
2025-08-10 12:44:48.310,0.0,54611968
2025-08-10 12:44:48.786,0.0,54611968
2025-08-10 12:44:49.231,0.0,54611968
2025-08-10 12:44:49.672,0.0,54611968
2025-08-10 12:44:50.128,0.0,54611968
2025-08-10 12:44:50.568,0.0,54611968
2025-08-10 12:44:50.992,0.0,54611968
2025-08-10 12:44:51.408,0.0,54611968
2025-08-10 12:44:51.832,0.0,54611968
2025-08-10 12:44:52.250,0.0,54611968
2025-08-10 12:44:52.670,0.0,54611968
2025-08-10 12:44:53.086,0.0,54611968
2025-08-10 12:44:53.503,0.0,54611968
2025-08-10 12:44:53.918,0.0,54611968
2025-08-10 12:44:54.334,0.0,54611968
2025-08-10 12:44:54.750,0.0,54611968
2025-08-10 12:44:55.169,0.0,54611968
2025-08-10 12:44:55.589,0.0,54611968
2025-08-10 12:44:56.007,0.0,54611968
2025-08-10 12:44:56.424,0.0,54611968
2025-08-10 12:44:56.844,0.0,54611968
2025-08-10 12:44:57.264,0.0,54611968
2025-08-10 12:44:57.682,0.0,54611968
2025-08-10 12:44:58.102,0.0,54611968
2025-08-10 12:44:58.520,0.0,54611968
2025-08-10 12:44:58.940,0.0,54611968
2025-08-10 12:44:59.359,0.0,54611968
2025-08-10 12:44:59.782,0.0,54611968
2025-08-10 12:45:00.198,0.0,54611968
2025-08-10 12:45:00.618,0.0,54611968
2025-08-10 12:45:01.034,0.0,54611968
2025-08-10 12:45:01.453,0.0,54611968
2025-08-10 12:45:01.877,0.0,54611968
2025-08-10 12:45:02.296,0.0,54611968
2025-08-10 12:45:02.712,0.0,54611968
2025-08-10 12:45:03.130,0.0,54611968
2025-08-10 12:45:03.546,0.0,54611968
2025-08-10 12:45:03.964,0.0,54611968
2025-08-10 12:45:04.383,0.0,54611968
2025-08-10 12:45:04.802,0.0,54611968
2025-08-10 12:45:05.219,0.0,54611968
2025-08-10 12:45:05.634,0.0,54611968
2025-08-10 12:45:06.052,0.0,54611968
2025-08-10 12:45:06.472,0.0,54611968
2025-08-10 12:45:06.888,10.0,54611968
2025-08-10 12:45:07.306,0.0,54611968
2025-08-10 12:45:07.726,0.0,54611968
2025-08-10 12:45:08.141,0.0,54611968
2025-08-10 12:45:08.559,0.0,54611968
2025-08-10 12:45:08.976,0.0,54611968
2025-08-10 12:45:09.395,0.0,54611968
2025-08-10 12:45:09.812,0.0,54611968
2025-08-10 12:45:10.228,0.0,54611968
2025-08-10 12:45:10.643,0.0,54611968
2025-08-10 12:45:11.062,0.0,54611968
2025-08-10 12:45:11.480,0.0,54611968
2025-08-10 12:45:11.898,0.0,54611968
2025-08-10 12:45:12.316,0.0,54611968
2025-08-10 12:45:12.771,0.0,54611968
2025-08-10 12:45:13.191,0.0,54611968
2025-08-10 12:45:13.611,0.0,54611968
2025-08-10 12:45:14.028,0.0,54611968
2025-08-10 12:45:14.461,0.0,54611968
2025-08-10 12:45:14.877,0.0,54611968
2025-08-10 12:45:15.294,0.0,54611968
2025-08-10 12:45:15.710,0.0,54611968
2025-08-10 12:45:16.127,0.0,54611968
2025-08-10 12:45:16.550,0.0,54611968
2025-08-10 12:45:16.973,0.0,54611968
2025-08-10 12:45:17.390,0.0,54611968
2025-08-10 12:45:17.813,0.0,55660544
2025-08-10 12:45:18.230,0.0,55660544
2025-08-10 12:45:18.648,0.0,55660544
2025-08-10 12:45:19.067,0.0,55660544
2025-08-10 12:45:19.521,0.0,55660544
2025-08-10 12:45:19.936,0.0,55660544
2025-08-10 12:45:20.352,0.0,55660544
2025-08-10 12:45:20.769,0.0,55660544
2025-08-10 12:45:21.185,0.0,55660544
2025-08-10 12:45:21.603,0.0,55660544
2025-08-10 12:45:22.018,0.0,55660544
2025-08-10 12:45:22.435,0.0,55660544
2025-08-10 12:45:22.852,0.0,55660544
2025-08-10 12:45:23.272,0.0,55660544
2025-08-10 12:45:23.690,0.0,55660544
2025-08-10 12:45:24.116,0.0,55660544
2025-08-10 12:45:24.534,0.0,55660544
2025-08-10 12:45:24.953,0.0,55660544
2025-08-10 12:45:25.371,0.0,55660544
2025-08-10 12:45:25.792,0.0,55660544
2025-08-10 12:45:26.213,0.0,55660544
2025-08-10 12:45:26.427,0.0,25120768
2025-08-10 12:45:26.644,0.0,25120768
2025-08-10 12:45:26.864,0.0,25120768
2025-08-10 12:45:27.083,0.0,25120768
2025-08-10 12:45:27.298,0.0,25120768
2025-08-10 12:45:27.513,0.0,25120768
2025-08-10 12:45:27.728,0.0,25120768
2025-08-10 12:45:27.942,0.0,25120768
2025-08-10 12:45:28.158,0.0,25120768
2025-08-10 12:45:28.378,0.0,25120768
2025-08-10 12:45:28.596,0.0,25120768
2025-08-10 12:45:28.811,0.0,25120768
2025-08-10 12:45:29.026,0.0,25120768
2025-08-10 12:45:29.240,0.0,25120768
2025-08-10 12:45:29.458,0.0,25120768
2025-08-10 12:45:29.674,0.0,25120768
2025-08-10 12:45:29.890,0.0,25120768
2025-08-10 12:45:30.107,0.0,25120768
2025-08-10 12:45:30.323,0.0,25120768
2025-08-10 12:45:30.538,0.0,25120768
2025-08-10 12:45:30.752,0.0,25120768
2025-08-10 12:45:30.967,0.0,25120768
2025-08-10 12:45:31.195,10.0,25120768
2025-08-10 12:45:31.517,0.0,53170176
